id,address,longitude,latitude,name,types,primary_type,national_number,website_uri,rating_count,open_hours,rating,international_number,price_level,price_range
ChIJaTgPf7AddkgR1vmJEkqhYa8,"87 Old Broad St, London EC2N 1BG, UK",-0.0836355,51.5166943,Blank Street Coffee,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,,https://www.blankstreet.com/,619,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 19, 'minute': 0}}, {'open': {'day': 1, 'hour': 6, 'minute': 30}, 'close': {'day': 1, 'hour': 19, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 30}, 'close': {'day': 2, 'hour': 19, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 30}, 'close': {'day': 3, 'hour': 19, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 30}, 'close': {'day': 4, 'hour': 19, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 30}, 'close': {'day': 5, 'hour': 19, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 19, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20097:00\u202fPM'], 'nextOpenTime': '2026-01-25T07:30:00Z'}",4.7,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJI35wGBsddkgRoQ0tlSckmvE,"19 Widegate St, London E1 7HP, UK",-0.078206,51.5181603,ZeroToOne Coffee,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,07365 394670,https://zerotoonecoffee.co.uk/,276,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 16, 'minute': 30}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM'], 'nextOpenTime': '2026-01-25T09:00:00Z'}",4.9,+44 7365 394670,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJ49g8VwkDdkgRndhwVzcnqFk,"48 Cornhill, London EC3V 3PD, UK",-0.0852649,51.5133269,Devotion Coffee City,"['cafe', 'food', 'point_of_interest', 'establishment']",cafe,,,44,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2026-01-26T07:00:00Z'}",4.8,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJTeIjL-gddkgRPx2dHtCM3YQ,"Augustine House, 6A Austin Friars, London EC2N 2HA, UK",-0.085235,51.5154477,Mr. Coffee,"['coffee_shop', 'cafe', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,,,,,,,,
ChIJgeoydbwddkgRV8SQAuUTeFE,"95 Middlesex St, London E1 7DA, UK",-0.0767828,51.5163379,Urban Baristas - Middlesex Street,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,,http://www.urbanbaristas.co.uk/,122,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 16, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 16, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20094:00\u202fPM'], 'nextOpenTime': '2026-01-25T08:00:00Z'}",4.7,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJ1fRYjo4ddkgRRZq7lphil6E,"118 London Wall, London EC2Y 5JA, UK",-0.0890369,51.5176899,Rosslyn Coffee London Wall,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,,https://www.rosslyncoffee.com/,379,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 6, 'minute': 30}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 30}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 30}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 30}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 30}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2026-01-26T06:30:00Z'}",4.7,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJ99KJE94ddkgRw0xd2qoTtzs,"Unit 1, 60 London Wall, London EC2M 5TQ, UK",-0.0870451,51.5169258,Black Sheep Coffee,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,020 3988 6994,https://blacksheepcoffee.co.uk/blogs/locations/london-wall?utm_source=ExtNet&utm_medium=Yext,449,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 6, 'minute': 30}, 'close': {'day': 1, 'hour': 19, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 30}, 'close': {'day': 2, 'hour': 19, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 30}, 'close': {'day': 3, 'hour': 19, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 30}, 'close': {'day': 4, 'hour': 19, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2026-01-26T06:30:00Z'}",4.7,+44 20 3988 6994,PRICE_LEVEL_MODERATE,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJU1uiihQDdkgRNO48T2LAHZc,"Leadenhall Market, 15-18 Lime St, London EC3M 7AN, UK",-0.0833798,51.5122445,Rosslyn Coffee Leadenhall Market,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,,https://www.rosslyncoffee.com/,226,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 6, 'minute': 30}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 30}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 30}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 30}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 30}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2026-01-26T06:30:00Z'}",4.9,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJrQ7nLrAddkgR72G2kJa2r5U,"22-24 Wormwood St, London EC2M 1RP, UK",-0.0822423,51.5163509,Urban Baristas,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,,http://urbanbaristas.co.uk/,152,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 19, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 19, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM'], 'nextOpenTime': '2026-01-25T08:00:00Z'}",4.5,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJxbXv6dIDdkgRajPlvmnlwvc,"7 Frederick's Pl, London EC2R 8EA, UK",-0.0912236,51.5141107,Where's Fred's,"['restaurant', 'wine_bar', 'coffee_shop', 'cafe', 'bar', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",restaurant,020 7600 5228,http://wheresfreds.com/,202,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 15, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 15, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2026-01-26T07:30:00Z'}",4.5,+44 20 7600 5228,,"{'startPrice': {'currencyCode': 'GBP', 'units': '10'}, 'endPrice': {'currencyCode': 'GBP', 'units': '20'}}"
ChIJl25WOgAddkgRIMbnF7dR93Y,"156 London Wall, London EC2M 5QD, UK",-0.0874034,51.5171901,Nkora Coffee - London Wall,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,,http://www.nkora.co.uk/,69,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 9, 'minute': 30}, 'close': {'day': 0, 'hour': 15, 'minute': 0}}, {'open': {'day': 1, 'hour': 6, 'minute': 30}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 30}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 30}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 30}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 30}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 30}, 'close': {'day': 6, 'hour': 15, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20093:00\u202fPM'], 'nextOpenTime': '2026-01-25T09:30:00Z'}",4.9,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJP7GdcFUDdkgREaaihtufN0s,"St Mary Aldermary, Watling St, London EC4M 9BW, UK",-0.0933404,51.5129101,Host Café,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",coffee_shop,07873 438774,https://www.hostcafelondon.com/,759,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 16, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 16, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 16, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 16, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 16, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2026-01-26T07:30:00Z'}",4.7,+44 7873 438774,PRICE_LEVEL_INEXPENSIVE,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
ChIJl1k0d1sddkgR4kCTpOlbckY,"280 Bishopsgate, London EC2M 4AG, UK",-0.0784175,51.5198299,Alchemy Cafe - Spitalfields,"['cafe', 'food', 'point_of_interest', 'establishment']",cafe,,,18,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 8, 'minute': 30}, 'close': {'day': 1, 'hour': 16, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 30}, 'close': {'day': 2, 'hour': 16, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 16, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 16, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 16, 'minute': 30}}], 'weekdayDescriptions': ['Monday: 8:30\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2026-01-26T08:30:00Z'}",4.6,,,"{'startPrice': {'currencyCode': 'GBP', 'units': '1'}, 'endPrice': {'currencyCode': 'GBP', 'units': '10'}}"
